text,label,is_generated
"założyłem sam i działa..zamiennik jak w opisie..pasuje nawet spoko..ale..szkło jest bardzo delikatne , rogi ekranu mniej dokładnie wykończone, niestety jakość nieporównywalna do oryginału.. ale wiadomo..cena.., zamiennik jest 2x lżejszy i przy przyciskaniu dotyku widać odbarwienia także trzeba uważać żeby nie pękło. takie moje spostrzeżenia i różnice a używałem oryginał rok..tak czy inaczej warto się pobawić :)",1,False
"założyłem sam i działa..zamiennik jak w opisie..pasuje nawet spoko..ale..szkło jest bardzo delikatne , rogi ekranu mniej dokładnie wykończone, niestety jakość nieporównywalna do oryginału.. ale wiadomo..cena.., zamiennik jest 2x lżejszy i przy przyciskaniu dotyku widać odbarwienia także trzeba uważać żeby nie pękło. takie moje spostrzeżenia i różnice a używałem oryginał rok..tak czy inaczej warto się pobawić :) jeśli masz więcej pytań pisz śmiało. Pozdrawiam.",1,True
"założyłem sam i działa..zamiennik jak w opisie..pasuje nawet spoko..ale..szkło jest bardzo delikatne , rogi ekranu mniej dokładnie wykończone, niestety jakość nieporównywalna do oryginału.. ale wiadomo..cena.., zamiennik jest 2x lżejszy i przy przyciskaniu dotyku widać odbarwienia także trzeba uważać żeby nie pękło. takie moje spostrzeżenia i różnice a używałem oryginał rok..tak czy inaczej warto się pobawić :) Dla tych co nie wiedzą jak działa ten nowy ..",1,True
"założyłem sam i działa..zamiennik jak w opisie..pasuje nawet spoko..ale..szkło jest bardzo delikatne , rogi ekranu mniej dokładnie wykończone, niestety jakość nieporównywalna do oryginału.. ale wiadomo..cena.., zamiennik jest 2x lżejszy i przy przyciskaniu dotyku widać odbarwienia także trzeba uważać żeby nie pękło. takie moje spostrzeżenia i różnice a używałem oryginał rok..tak czy inaczej warto się pobawić :) ja jestem zadowolony..wziąłbym jeszcze raz ale po 3 tyg nie wytrzymałem..no ale to moje zdanie.",1,True
Zestaw zawiera wszystko czego potrzeba aby podłączyć dyski ATA/SATA do komputera. Przetestowane na Windows 7. System bez problemu wykrył podłączony przez USB starszy dysk IDE ultra ATA jak i nowszy na złączu SATA III. Długość kabli po podłączeniu wystarcza aby urządzenie swobodnie leżało na biurku. Zasilacz nie przegrzewa się nawet po kilkugodzinnej pracy. Polecam.,2,False
Zestaw zawiera wszystko czego potrzeba aby podłączyć dyski ATA/SATA do komputera. Przetestowane na Windows 7. System bez problemu wykrył podłączony przez USB starszy dysk IDE ultra ATA jak i nowszy na złączu SATA III. Długość kabli po podłączeniu wystarcza aby urządzenie swobodnie leżało na biurku. Zasilacz nie przegrzewa się nawet po kilkugodzinnej pracy. Polecam. Polecam. Link do produktu: E-5001-S3-002-KX3.,2,True
Zestaw zawiera wszystko czego potrzeba aby podłączyć dyski ATA/SATA do komputera. Przetestowane na Windows 7. System bez problemu wykrył podłączony przez USB starszy dysk IDE ultra ATA jak i nowszy na złączu SATA III. Długość kabli po podłączeniu wystarcza aby urządzenie swobodnie leżało na biurku. Zasilacz nie przegrzewa się nawet po kilkugodzinnej pracy. Polecam. W pudełku znajdują się wszystkie kable zasilające oraz zasilacz.,2,True
Zestaw zawiera wszystko czego potrzeba aby podłączyć dyski ATA/SATA do komputera. Przetestowane na Windows 7. System bez problemu wykrył podłączony przez USB starszy dysk IDE ultra ATA jak i nowszy na złączu SATA III. Długość kabli po podłączeniu wystarcza aby urządzenie swobodnie leżało na biurku. Zasilacz nie przegrzewa się nawet po kilkugodzinnej pracy. Polecam. Napięcie zasilania: 10 V. Sposób zasilania: USB Typ C.,2,True
"""Super uchwyt. Jak go dostałem myślałem że go zrobili w Niemczech :) a tu Chiny. Bardzo dobra jakość wykonania i wszystko jest w zestawie co potrzeba do zamontowania go na ścianie i przykręcenia telewizora. Do 40"""" TV też super pasuje tylko trzeba sprawdzić najpierw tv jaki ma rozstaw vesa.Wygląda też super! Solidny polecam!!!""",2,False
"""Super uchwyt. Jak go dostałem myślałem że go zrobili w Niemczech :) a tu Chiny. Bardzo dobra jakość wykonania i wszystko jest w zestawie co potrzeba do zamontowania go na ścianie i przykręcenia telewizora. Do 40"""" TV też super pasuje tylko trzeba sprawdzić najpierw tv jaki ma rozstaw vesa.Wygląda też super! Solidny polecam!!!"" Dostępny w Polsce w sklepie internetowym www.miya.pl",2,True
"""Super uchwyt. Jak go dostałem myślałem że go zrobili w Niemczech :) a tu Chiny. Bardzo dobra jakość wykonania i wszystko jest w zestawie co potrzeba do zamontowania go na ścianie i przykręcenia telewizora. Do 40"""" TV też super pasuje tylko trzeba sprawdzić najpierw tv jaki ma rozstaw vesa.Wygląda też super! Solidny polecam!!!""https://www.youtube.com/watch?v=k8mFjcc4-dU""",2,True
"""Super uchwyt. Jak go dostałem myślałem że go zrobili w Niemczech :) a tu Chiny. Bardzo dobra jakość wykonania i wszystko jest w zestawie co potrzeba do zamontowania go na ścianie i przykręcenia telewizora. Do 40"""" TV też super pasuje tylko trzeba sprawdzić najpierw tv jaki ma rozstaw vesa.Wygląda też super! Solidny polecam!!!"" Polecam !"" Kupiłem go za gotówkę i jestem bardzo zadowolony z zakupu. Bardzo dziękuję za pomoc w zakupie i pozdrawiam.",2,True
"Dobry i tani oczyszczacz. Ma wskaźnik jakości powietrza, który przetestowałam i sprawdził się bardzo dobrze. Przed otwarciem okna w pokoju stan powietrza był dobry, ale po otwarciu ( a tego wieczory był w powietrzu wyraźny smog) już po minucie oczyszczacz przeskoczył na zły  stan powietrza i włączył  intensywne oczyszczanie.",2,False
"Dobry i tani oczyszczacz. Ma wskaźnik jakości powietrza, który przetestowałam i sprawdził się bardzo dobrze. Przed otwarciem okna w pokoju stan powietrza był dobry, ale po otwarciu ( a tego wieczory był w powietrzu wyraźny smog) już po minucie oczyszczacz przeskoczył na zły  stan powietrza i włączył  intensywne oczyszczanie. W tym momencie poziom hałasu przy ustawieniu ""tylko"" na ""bardzo"" i ""bardzo"" wynosił około 50dB, a przy ustawieniu na ""bardzo"" i ""bardzo"" poziom hałasu przy",2,True
"Dobry i tani oczyszczacz. Ma wskaźnik jakości powietrza, który przetestowałam i sprawdził się bardzo dobrze. Przed otwarciem okna w pokoju stan powietrza był dobry, ale po otwarciu ( a tego wieczory był w powietrzu wyraźny smog) już po minucie oczyszczacz przeskoczył na zły  stan powietrza i włączył  intensywne oczyszczanie. Poziom nawilżenia powietrza był zadowalający. Nie wiem jak ten oczyszczacz poradzi sobie z ujemnym smogiem.",2,True
"Dobry i tani oczyszczacz. Ma wskaźnik jakości powietrza, który przetestowałam i sprawdził się bardzo dobrze. Przed otwarciem okna w pokoju stan powietrza był dobry, ale po otwarciu ( a tego wieczory był w powietrzu wyraźny smog) już po minucie oczyszczacz przeskoczył na zły  stan powietrza i włączył  intensywne oczyszczanie. Nie zauważyłam, żeby w pokoju było zanieczyszczenie powietrza. Zdecydowanie polecam",2,True
"Kompletna TANDETA!!!  To szkło w ogóle nie pasuj do LG K8 2017, jest za długie, wycięcia są nieprawidłowe, zgadza się tylko szerokość ale co z tego skoro odstaje bokami, jest PŁASKIE a nie zaokrąglone jak mówi opis, N I E    P O L E C A M ! ! !",0,False
"Kompletna TANDETA!!!  To szkło w ogóle nie pasuj do LG K8 2017, jest za długie, wycięcia są nieprawidłowe, zgadza się tylko szerokość ale co z tego skoro odstaje bokami, jest PŁASKIE a nie zaokrąglone jak mówi opis, N I E    P O L E C A M ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",0,True
"Kompletna TANDETA!!!  To szkło w ogóle nie pasuj do LG K8 2017, jest za długie, wycięcia są nieprawidłowe, zgadza się tylko szerokość ale co z tego skoro odstaje bokami, jest PŁASKIE a nie zaokrąglone jak mówi opis, N I E    P O L E C A M ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",0,True
"Kompletna TANDETA!!!  To szkło w ogóle nie pasuj do LG K8 2017, jest za długie, wycięcia są nieprawidłowe, zgadza się tylko szerokość ale co z tego skoro odstaje bokami, jest PŁASKIE a nie zaokrąglone jak mówi opis, N I E    P O L E C A M ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",0,True
"Nie ma tragedii, ale zastosowany materiał nie jest zbyt wytrzymały, a spasowanie części również nie jest idealne. Dedykowane szkło jest odczuwalnie grubsze niż te powszechnie stosowane i mam wrażenie że przez to ekran jest mniej czuły. Plusem jest to, że etui obejmuje również przednie zaokrąglone krawędzie wyświetlacza. Raczej nie zdecydowałbym się na ponowny zakup.",1,False
"Nie ma tragedii, ale zastosowany materiał nie jest zbyt wytrzymały, a spasowanie części również nie jest idealne. Dedykowane szkło jest odczuwalnie grubsze niż te powszechnie stosowane i mam wrażenie że przez to ekran jest mniej czuły. Plusem jest to, że etui obejmuje również przednie zaokrąglone krawędzie wyświetlacza. Raczej nie zdecydowałbym się na ponowny zakup. Na pewno nie będę go używał w codziennym użytkowaniu.",1,True
"Nie ma tragedii, ale zastosowany materiał nie jest zbyt wytrzymały, a spasowanie części również nie jest idealne. Dedykowane szkło jest odczuwalnie grubsze niż te powszechnie stosowane i mam wrażenie że przez to ekran jest mniej czuły. Plusem jest to, że etui obejmuje również przednie zaokrąglone krawędzie wyświetlacza. Raczej nie zdecydowałbym się na ponowny zakup. Gdybym miał brać pod uwagę jedynie gwarancję, to jestem bardzo zadowolony z zakupu.",1,True
"Nie ma tragedii, ale zastosowany materiał nie jest zbyt wytrzymały, a spasowanie części również nie jest idealne. Dedykowane szkło jest odczuwalnie grubsze niż te powszechnie stosowane i mam wrażenie że przez to ekran jest mniej czuły. Plusem jest to, że etui obejmuje również przednie zaokrąglone krawędzie wyświetlacza. Raczej nie zdecydowałbym się na ponowny zakup. Ale nie jest to konieczne. W przypadku większości telefonów ten design jest o niebo lepszy.",1,True
"etui pasuje do Samsunga 4+ co do szybki mam niewielkie zastrzeżenia (rozmiar i kształt uniwersalny) ,szybka która miała chronić telefon pękła na rogu w palcach przed przyklejeniem jej do telefonu . Powierzchnia mimo dokładnego oczyszczenia nie przykleiła się na całej powierzchni i na ekranie widoczny jest podłużny pasek powietrza pod spodem",1,False
"etui pasuje do Samsunga 4+ co do szybki mam niewielkie zastrzeżenia (rozmiar i kształt uniwersalny) ,szybka która miała chronić telefon pękła na rogu w palcach przed przyklejeniem jej do telefonu . Powierzchnia mimo dokładnego oczyszczenia nie przykleiła się na całej powierzchni i na ekranie widoczny jest podłużny pasek powietrza pod spodem . Być może częściowy efekt ma to że Samsung mimo iż ma ekran tak mały ma większy ekran.",1,True
"etui pasuje do Samsunga 4+ co do szybki mam niewielkie zastrzeżenia (rozmiar i kształt uniwersalny) ,szybka która miała chronić telefon pękła na rogu w palcach przed przyklejeniem jej do telefonu . Powierzchnia mimo dokładnego oczyszczenia nie przykleiła się na całej powierzchni i na ekranie widoczny jest podłużny pasek powietrza pod spodem. Połączenie z aparatem jest bardzo delikatne , brak możliwości odczytu danych oraz czasu. Nie wiem czy to wina kleju i czy nie uszkodzi telefonu czy na pewno telefon jest dobrze zabezpieczony przed uszko",1,True
"etui pasuje do Samsunga 4+ co do szybki mam niewielkie zastrzeżenia (rozmiar i kształt uniwersalny) ,szybka która miała chronić telefon pękła na rogu w palcach przed przyklejeniem jej do telefonu . Powierzchnia mimo dokładnego oczyszczenia nie przykleiła się na całej powierzchni i na ekranie widoczny jest podłużny pasek powietrza pod spodem . Na wyświetlaczu widać wyraźne ślady po śrubkach . Ogólnie w porównaniu z Samsungiem 4+ jest o wiele mniej funkcjonalny ,nie czuje się tego telefonu wygodnie ,mimo to polecam .",1,True
"Zestaw nie zawiera instrukcji montażu, więc zajęło chwilę poskładanie go tak jak należy. Niektóre elementy nie wydają się bardzo solidne (np. oprawki żarówek, statyw). Ogólnie zestaw jest OK, jak za taką cenę. Zdjęcia przedmiotów w nim umieszczonych wychodzą dużo lepiej niż samym aparatem z lampą - cienie faktycznie są miękkie i delikatne.",1,False
"Zestaw nie zawiera instrukcji montażu, więc zajęło chwilę poskładanie go tak jak należy. Niektóre elementy nie wydają się bardzo solidne (np. oprawki żarówek, statyw). Ogólnie zestaw jest OK, jak za taką cenę. Zdjęcia przedmiotów w nim umieszczonych wychodzą dużo lepiej niż samym aparatem z lampą - cienie faktycznie są miękkie i delikatne. Na minus na pewno to, że nie ma tu pełnej skali (na jednym zdjęciu na pewno widać wszystko, a na drugim w tym samym miejscu wcale). Ale za to jest możliwość ustawienia własnych parametrów.",1,True
"Zestaw nie zawiera instrukcji montażu, więc zajęło chwilę poskładanie go tak jak należy. Niektóre elementy nie wydają się bardzo solidne (np. oprawki żarówek, statyw). Ogólnie zestaw jest OK, jak za taką cenę. Zdjęcia przedmiotów w nim umieszczonych wychodzą dużo lepiej niż samym aparatem z lampą - cienie faktycznie są miękkie i delikatne. Zdjęcia z aparatu są lepsze niż z matrycy - jest na tyle małe, że widać wyraźnie szczegóły, a gdy obiektywy są włączone, cienie są wyraźne. Jest też bardzo dobry stosunek jakości do ceny",1,True
"Zestaw nie zawiera instrukcji montażu, więc zajęło chwilę poskładanie go tak jak należy. Niektóre elementy nie wydają się bardzo solidne (np. oprawki żarówek, statyw). Ogólnie zestaw jest OK, jak za taką cenę. Zdjęcia przedmiotów w nim umieszczonych wychodzą dużo lepiej niż samym aparatem z lampą - cienie faktycznie są miękkie i delikatne. Jest też mniejszy od lampy z lampą błyskową, ale i tak lepsza lampa niż nic. Warto jednak brać pod uwagę, że lampa błyskowa jest mało popularna i nie każdy ma okazję jej używać",1,True
"Wykonanie i estetyka na wysokim poziomie. Użytkowałam juz te etui i zapewniam, że jest wygodne i funkcjonalne, a przy tym bardzo efektowne i naprawdę zabezpiecza telefon przed upadkiem. To etui nieraz uratowało mój telefon (spory wyświetlacz (6,44 cala). Dopiero upadek na tzw. płask, przy otwartej klapce   spowodował pojawienie sie drobnej rysy na hartowanym szkle. Polecam zdecydowanie zakup.",2,False
"Wykonanie i estetyka na wysokim poziomie. Użytkowałam juz te etui i zapewniam, że jest wygodne i funkcjonalne, a przy tym bardzo efektowne i naprawdę zabezpiecza telefon przed upadkiem. To etui nieraz uratowało mój telefon (spory wyświetlacz (6,44 cala). Dopiero upadek na tzw. płask, przy otwartej klapce   spowodował pojawienie sie drobnej rysy na hartowanym szkle. Polecam zdecydowanie zakup. Sprzedaż nie trwa długo, a i serwis jest w miarę kompetentny, co dla mnie osobiście jest ważne.",2,True
"Wykonanie i estetyka na wysokim poziomie. Użytkowałam juz te etui i zapewniam, że jest wygodne i funkcjonalne, a przy tym bardzo efektowne i naprawdę zabezpiecza telefon przed upadkiem. To etui nieraz uratowało mój telefon (spory wyświetlacz (6,44 cala). Dopiero upadek na tzw. płask, przy otwartej klapce   spowodował pojawienie sie drobnej rysy na hartowanym szkle. Polecam zdecydowanie zakup. Ps. Wyswietlacz jest srebrny, a nie srebrny, jak w innych etui.",2,True
"Wykonanie i estetyka na wysokim poziomie. Użytkowałam juz te etui i zapewniam, że jest wygodne i funkcjonalne, a przy tym bardzo efektowne i naprawdę zabezpiecza telefon przed upadkiem. To etui nieraz uratowało mój telefon (spory wyświetlacz (6,44 cala). Dopiero upadek na tzw. płask, przy otwartej klapce   spowodował pojawienie sie drobnej rysy na hartowanym szkle. Polecam zdecydowanie zakup. Może nie jest idealne, ale jest lepsze niż poprzednicy.",2,True
